"","post_id","post_type","xyz"
"716","720575940633245035",NA,NA
"717","720575940603114156",NA,NA
"718","720575940647473785",NA,NA
"719","720575940653210241",NA,NA
"720","720575940615711489",NA,NA
"721","720575940611929395",NA,NA
"722","720575940622005483",NA,NA
"723","720575940649095553",NA,NA
"724","720575940616558144",NA,NA
"725","720575940619882017",NA,NA
"726","720575940608802421","PLP251","(94446.5, 52033.765, 4836)"
"727","720575940639690881",NA,NA
"728","720575940635097456","5-HTPMPD01","(134130.925, 34644.65, 2688)"
"729","720575940623025848",NA,NA
"730","720575940625706383","VA5_lPN","(115045.875, 61460.3275, 1454)"
"731","720575940612690338",NA,NA
"732","720575940612873920",NA,NA
"733","720575940602683360",NA,NA
"734","720575940626551948",NA,NA
"735","720575940657910145",NA,NA
"736","720575940618579846",NA,NA
"737","720575940622978123",NA,NA
"738","720575940630352979","M_lPNm12","(121363.75, 58827.71, 1804)"
"739","720575940622477863",NA,NA
"740","720575940619287813",NA,NA
"741","720575940613955003",NA,NA
"742","720575940620353100",NA,NA
"743","720575940615942228",NA,NA
"744","720575940627881154","SLP192","(104925.36, 25031.21875, 3210)"
"745","720575940634377507",NA,NA
"746","720575940613030111",NA,NA
"747","720575940634542734",NA,NA
"748","720575940632353499",NA,NA
"749","720575940625772431",NA,NA
"750","720575940622475303",NA,NA
"751","720575940646517625","DL2v_adPN","(114450.1875, 56692.505, 1551)"
"752","720575940603069356",NA,NA
"753","720575940618226567",NA,NA
"754","720575940603533344",NA,NA
"755","720575940616136475",NA,NA
"756","720575940624377240","MBON10","(113601.0075, 40777.6175, 2197)"
"757","720575940615285021",NA,NA
"758","720575940620453341",NA,NA
"759","720575940614177565",NA,NA
"760","720575940631261536",NA,NA
"761","720575940616979102",NA,NA
"762","720575940624138558",NA,NA
"763","720575940633629614",NA,NA
"764","720575940629561923","CL002","(107519.225, 40715.1925, 3594)"
"765","720575940617446961",NA,NA
"766","720575940612237504",NA,NA
"767","720575940611731437",NA,NA
"768","720575940628405967",NA,NA
"769","720575940617493464",NA,NA
"770","720575940621163519",NA,NA
"771","720575940620137693",NA,NA
"772","720575940629764920",NA,NA
"773","720575940632826303",NA,NA
"774","720575940608472622","PPL106","(114998.925, 30606.5975, 3028)"
"775","720575940611948584","M_lvPNm28","(120871.39, 61887.11, 1883)"
"776","720575940615650561","SMP496","(108353.4, 33652.475, 3888)"
"777","720575940611922483",NA,NA
"778","720575940625351379","VC4_adPN","(120448.71, 59890.6, 1181)"
"779","720575940621886903",NA,NA
"780","720575940619743070",NA,NA
"781","720575940608672558",NA,NA
"782","720575940617655125",NA,NA
"783","720575940636087386",NA,NA
"784","720575940614958528",NA,NA
"785","720575940621389764",NA,NA
"786","720575940619569157",NA,NA
"787","720575940627159655",NA,NA
"788","720575940626256625",NA,NA
"789","720575940621737397",NA,NA
"790","720575940626032558",NA,NA
"791","720575940603713726",NA,NA
"792","720575940629830062",NA,NA
"793","720575940612766098","SIP030","(110246.175, 28588.725, 2873)"
"794","720575940639713921",NA,NA
"795","720575940623720592",NA,NA
"796","720575940614831675",NA,NA
"797","720575940615686946",NA,NA
"798","720575940618529670",NA,NA
"799","720575940621409574",NA,NA
"800","720575940621322751",NA,NA
"801","720575940631472339",NA,NA
"802","720575940627594178",NA,NA
"803","720575940622667507",NA,NA
"804","720575940617326207",NA,NA
"805","720575940632999578",NA,NA
"806","720575940619508607",NA,NA
"807","720575940642068609",NA,NA
"808","720575940623712202",NA,NA
"809","720575940644327476","SMP190","(113869.665, 29585.195, 3361)"
"810","720575940617873669",NA,NA
"811","720575940604779465",NA,NA
"812","720575940613301440",NA,NA
"813","720575940618635841",NA,NA
"814","720575940630064744",NA,NA
"815","720575940625322408",NA,NA
"816","720575940605145474",NA,NA
"817","720575940617946448",NA,NA
"818","720575940626979331",NA,NA
"819","720575940620306957","VA7l_adPN","(118705.72, 61498.2425, 964)"
"820","720575940639806427","SMP014","(105256.65, 36395.6375, 2129)"
"821","720575940632506815","PAM05","(125095.32, 40514.1175, 1634)"
"822","720575940622946617",NA,NA
"823","720575940612677778",NA,NA
"824","720575940614413853",NA,NA
"825","720575940633388536",NA,NA
"826","720575940618330095",NA,NA
"827","720575940632350453",NA,NA
"828","720575940618559915",NA,NA
"829","720575940619093613",NA,NA
"830","720575940614486768",NA,NA
"831","720575940613929364",NA,NA
"832","720575940632699455","DC3_adPN","(116382.39, 60005.48, 1156)"
"833","720575940614961088",NA,NA
"834","720575940633456495",NA,NA
"835","720575940630445651",NA,NA
"836","720575940635525342",NA,NA
"837","720575940626808363",NA,NA
"838","720575940615265309",NA,NA
"839","720575940622928056",NA,NA
"840","720575940629298643",NA,NA
"841","720575940610429445",NA,NA
"842","720575940618474793",NA,NA
"843","720575940628334432",NA,NA
